applicant_ref,income,loan_amount,tenure_months,employment_type,credit_history_months,existing_emi,dti_ratio,credit_utilization,num_delinquencies_24m,age_band,defaulted
app_007245,22154.66,20666.16,84,unemployed,176,369.75,0.3442,0.4623,0,65+,0
app_007246,55347.1,12444.39,36,salaried,122,297.49,0.1454,0.5152,0,56-65,0
app_007247,115196.17,15858.57,36,salaried,58,1657.63,0.2222,0.2818,0,26-35,0
app_007248,35246.49,5000.0,36,self_employed,96,380.26,0.1805,0.0981,0,46-55,0
app_007249,26010.3,13816.09,48,salaried,106,354.11,0.3068,0.2996,0,36-45,0
app_007250,135896.5,16598.79,60,self_employed,59,3062.32,0.2968,0.3378,0,36-45,0
app_007251,45394.81,12693.3,36,salaried,184,669.42,0.2776,0.3563,0,36-45,0
app_007252,18485.24,9772.06,48,contract,199,148.91,0.2394,0.5626,1,56-65,0
app_007253,34016.49,37371.2,36,unemployed,74,573.3,0.5977,0.2172,1,36-45,0
app_007254,62941.45,34380.96,24,contract,72,830.61,0.4533,0.3744,0,36-45,0
app_007255,34936.74,16723.89,48,salaried,18,724.23,0.378,0.488,0,18-25,0
app_007256,56212.72,20277.74,24,salaried,118,177.96,0.2328,0.2405,0,36-45,0
app_007257,15021.62,5492.51,24,self_employed,154,39.57,0.2291,0.2756,0,56-65,0
app_007258,16501.46,8320.47,120,salaried,97,171.64,0.1793,0.0385,2,46-55,0
app_007259,24241.69,12343.81,36,unemployed,0,0.0,0.1833,0.2436,1,18-25,1
app_007260,31094.73,8639.05,84,salaried,167,276.38,0.1495,0.6678,2,56-65,1
app_007261,43637.49,29824.34,48,self_employed,146,610.81,0.3525,0.6092,0,56-65,0
app_007262,51545.39,11222.5,60,salaried,104,1109.94,0.3054,0.3385,0,36-45,0
app_007263,140978.49,7904.33,120,unemployed,0,1314.69,0.118,0.4634,0,18-25,0
app_007264,24192.4,54231.01,60,salaried,110,474.05,0.7193,0.3312,0,36-45,0
app_007265,30555.69,49343.67,48,unemployed,14,433.58,0.6063,0.4183,0,18-25,1
app_007266,24566.52,25341.18,60,contract,7,276.85,0.358,0.6404,0,26-35,1
app_007267,65753.2,5088.42,60,salaried,106,276.01,0.0671,0.5339,0,36-45,0
app_007268,67756.3,39562.42,48,contract,182,507.4,0.2475,0.5301,0,56-65,0
app_007269,28389.92,38709.76,36,salaried,35,223.15,0.5852,0.6557,0,26-35,1
app_007270,113114.99,5775.28,36,salaried,187,1103.65,0.1355,0.6196,0,56-65,0
app_007271,24590.26,5000.0,60,salaried,127,194.51,0.1388,0.4089,0,56-65,0
app_007272,63988.26,11707.88,84,unemployed,0,1242.68,0.2613,0.2621,1,18-25,0
app_007273,80820.62,20283.68,36,salaried,54,903.63,0.2245,0.5397,0,26-35,0
app_007274,17173.64,38414.27,84,salaried,105,445.92,0.6567,0.5694,0,46-55,0
app_007275,49896.08,5269.98,48,salaried,94,240.74,0.0864,0.1573,0,46-55,0
app_007276,8113.01,48404.99,36,salaried,77,154.12,2.3758,0.271,1,26-35,1
app_007277,57143.26,5976.36,12,salaried,138,163.62,0.1473,0.6319,3,46-55,0
app_007278,19813.46,27452.53,24,salaried,145,203.34,0.8714,0.4732,0,36-45,0
app_007279,49617.97,16030.72,60,salaried,144,512.99,0.1939,0.0372,0,46-55,1
app_007280,55008.54,34659.3,36,salaried,148,582.16,0.3538,0.3677,0,46-55,0
app_007281,67243.54,20443.78,84,contract,0,1429.53,0.302,0.6021,0,18-25,0
app_007282,59255.77,15687.72,36,contract,0,778.41,0.2529,0.3422,0,26-35,0
app_007283,37449.26,24558.91,36,salaried,119,983.16,0.5511,0.1668,0,26-35,0
app_007284,29458.5,10149.66,48,unemployed,182,671.41,0.3665,0.436,0,56-65,0
app_007285,34859.67,15178.37,48,salaried,216,406.33,0.2574,0.3967,0,56-65,0
app_007286,19657.2,7277.24,120,salaried,96,404.0,0.2866,0.5426,0,46-55,0
app_007287,32324.21,25314.39,12,unemployed,54,76.28,0.8741,0.4047,1,18-25,1
app_007288,30949.66,33065.79,60,self_employed,104,362.37,0.3713,0.6849,1,36-45,0
app_007289,23540.55,21410.45,60,self_employed,91,258.29,0.3281,0.145,0,26-35,0
app_007290,13937.58,18610.71,48,salaried,77,221.01,0.5508,0.6401,1,26-35,0
app_007291,17992.05,13634.4,60,salaried,53,311.27,0.3713,0.3194,1,26-35,0
app_007292,8000.0,69045.62,36,self_employed,176,42.43,3.0,0.5541,1,56-65,1
app_007293,30658.54,15961.66,24,contract,49,477.67,0.4681,0.768,0,26-35,1
app_007294,44279.37,6381.26,12,self_employed,157,1000.5,0.4268,0.3852,0,46-55,0
app_007295,8304.8,22883.83,48,salaried,180,149.93,0.9606,0.6251,1,65+,0
app_007296,41365.11,16866.29,48,self_employed,110,636.72,0.2948,0.5732,0,46-55,0
app_007297,33949.83,56679.56,24,salaried,19,659.13,1.1345,0.5757,1,18-25,0
app_007298,19011.21,16194.78,24,salaried,186,0.0,0.46,0.7802,1,56-65,0
app_007299,28647.95,7228.53,120,contract,133,0.0,0.0273,0.1769,0,46-55,0
app_007300,64727.56,45180.08,24,salaried,86,1644.57,0.6818,0.5071,0,36-45,0
app_007301,21251.78,19553.92,24,self_employed,163,366.45,0.7038,0.7844,0,46-55,0
app_007302,37925.09,11586.38,36,salaried,185,554.55,0.2854,0.7529,0,56-65,0
app_007303,43942.08,63259.07,48,salaried,82,584.96,0.5484,0.3887,1,36-45,0
app_007304,23104.58,16015.37,12,salaried,64,277.05,0.8925,0.4366,0,36-45,0
app_007305,63230.94,11681.53,24,salaried,90,993.01,0.2882,0.4408,0,36-45,0
app_007306,45347.6,28925.67,60,contract,5,658.82,0.3121,0.4208,0,18-25,0
app_007307,31616.96,29050.67,84,self_employed,108,290.48,0.252,0.5982,0,46-55,0
app_007308,133223.34,28315.92,120,self_employed,82,1890.91,0.1933,0.2164,1,26-35,0
app_007309,63380.92,36593.99,36,self_employed,93,889.2,0.3762,0.131,0,26-35,0
app_007310,14365.88,5218.29,48,salaried,58,108.77,0.1889,0.4875,2,26-35,0
app_007311,29318.19,26939.57,12,salaried,59,616.88,1.2449,0.7921,2,26-35,1
app_007312,141019.5,17134.08,60,salaried,73,1063.23,0.1167,0.3006,0,36-45,0
app_007313,21158.57,17707.68,60,salaried,64,140.32,0.2604,0.5264,4,36-45,0
app_007314,37664.89,12052.48,48,salaried,83,332.28,0.1923,0.2244,1,26-35,0
app_007315,71470.95,12679.05,36,unemployed,21,72.2,0.076,0.5635,1,26-35,0
app_007316,51988.45,14090.47,60,salaried,149,586.97,0.194,0.4975,0,56-65,0
app_007317,56277.95,17715.3,84,unemployed,184,510.92,0.1575,0.6773,0,65+,0
app_007318,54484.7,5000.0,36,self_employed,108,936.75,0.2394,0.1266,0,36-45,0
app_007319,36826.24,25130.38,48,self_employed,54,426.23,0.3231,0.3902,1,26-35,0
app_007320,23487.58,29373.55,36,salaried,6,0.0,0.4502,0.4648,2,18-25,0
app_007321,46125.46,21621.42,36,contract,64,408.67,0.2751,0.471,0,18-25,0
app_007322,29099.4,23258.18,36,salaried,108,38.07,0.3034,0.4818,0,26-35,0
app_007323,27868.63,29133.4,36,unemployed,179,563.65,0.619,0.5566,1,56-65,1
app_007324,82072.6,18800.12,36,salaried,136,1692.69,0.33,0.2542,2,46-55,0
app_007325,29450.09,60544.7,36,salaried,44,453.33,0.9248,0.288,0,26-35,0
app_007326,92815.76,16350.29,48,unemployed,203,1667.13,0.2631,0.5242,2,65+,1
app_007327,41823.83,29296.42,84,salaried,59,549.69,0.2658,0.5534,0,36-45,0
app_007328,33271.91,9541.03,24,salaried,89,484.27,0.3295,0.1122,0,26-35,0
app_007329,13364.28,15058.91,36,self_employed,92,100.8,0.4962,0.4342,0,36-45,0
app_007330,116531.94,31734.38,36,salaried,39,1117.62,0.2131,0.1288,0,26-35,0
app_007331,36196.47,14767.98,48,salaried,158,662.15,0.3297,0.2434,0,56-65,0
app_007332,10415.72,11657.94,24,salaried,81,55.99,0.6689,0.1175,0,26-35,0
app_007333,62520.46,20049.15,24,salaried,124,848.59,0.336,0.5419,1,46-55,0
app_007334,35326.71,16741.29,24,salaried,36,268.76,0.3472,0.2986,0,26-35,0
app_007335,21758.74,9352.24,36,salaried,105,158.16,0.242,0.6727,0,56-65,0
app_007336,60606.1,12965.72,36,salaried,129,1273.48,0.3292,0.4236,3,46-55,0
app_007337,8939.16,18600.75,36,salaried,107,147.82,0.9475,0.2606,0,36-45,0
app_007338,24520.08,5000.0,120,salaried,45,356.32,0.1964,0.6916,1,26-35,0
app_007339,30801.81,16749.67,36,self_employed,144,148.23,0.2535,0.4352,0,56-65,0
app_007340,58029.3,9479.54,36,salaried,62,726.07,0.209,0.6822,0,36-45,0
app_007341,124509.63,13957.74,48,salaried,48,1251.22,0.1509,0.4252,1,26-35,0
app_007342,31741.4,7612.5,36,salaried,134,93.76,0.1218,0.2842,0,56-65,0
app_007343,46768.69,13147.14,36,contract,0,777.39,0.3007,0.5675,1,18-25,0
app_007344,164655.97,47954.09,36,salaried,45,2640.64,0.2973,0.2455,0,26-35,0
app_007345,36410.24,8848.75,120,salaried,152,0.0,0.0262,0.2625,0,36-45,0
app_007346,46981.51,10927.9,24,contract,130,516.12,0.2574,0.4437,1,26-35,1
app_007347,18388.06,13016.96,36,unemployed,131,467.97,0.5602,0.292,1,36-45,1
app_007348,106674.98,5000.0,60,unemployed,79,1520.32,0.1811,0.0506,0,26-35,0
app_007349,24535.17,5720.61,120,self_employed,1,623.63,0.3302,0.1293,0,26-35,0
app_007350,42096.26,22567.39,36,salaried,104,639.67,0.3753,0.1954,1,18-25,0
app_007351,41445.3,11362.29,48,contract,71,691.83,0.2743,0.2633,0,26-35,0
app_007352,38060.64,47659.19,24,unemployed,171,415.6,0.8072,0.5306,0,65+,1
app_007353,28599.01,9230.91,84,unemployed,176,165.72,0.1193,0.4632,0,36-45,0
app_007354,41470.16,49421.01,36,salaried,93,219.52,0.4925,0.4197,0,36-45,0
app_007355,95467.5,5659.15,36,salaried,85,1984.1,0.2707,0.4442,2,26-35,0
app_007356,127326.98,14690.45,12,salaried,122,1366.14,0.2534,0.055,0,46-55,0
app_007357,32980.49,9438.02,48,salaried,77,282.85,0.1802,0.394,0,26-35,0
app_007358,28361.71,25602.1,24,self_employed,80,753.77,0.8064,0.6041,1,26-35,0
app_007359,23276.03,10907.04,48,unemployed,157,663.63,0.4687,0.1692,0,46-55,0
app_007360,159113.74,11690.71,60,salaried,134,2238.07,0.1847,0.3453,0,36-45,0
app_007361,38982.15,15205.74,60,salaried,136,0.0,0.0843,0.2136,1,46-55,0
app_007362,67055.33,75040.96,60,salaried,174,782.91,0.3818,0.2349,1,56-65,0
app_007363,53271.85,37064.69,24,salaried,166,251.79,0.4324,0.2803,0,56-65,0
app_007364,122347.54,12228.76,48,unemployed,28,406.57,0.0669,0.1027,0,26-35,0
app_007365,31690.27,9074.53,36,salaried,0,726.08,0.378,0.3377,0,18-25,0
app_007366,19754.02,9509.42,48,salaried,50,59.76,0.1663,0.4835,0,26-35,0
app_007367,100982.09,8311.62,24,salaried,169,732.86,0.1315,0.2361,1,46-55,0
app_007368,59683.96,29970.76,84,self_employed,182,657.09,0.2096,0.3032,0,56-65,0
app_007369,46674.61,10346.89,60,contract,165,174.37,0.0927,0.3234,0,56-65,0
app_007370,84487.25,33358.96,48,salaried,52,673.15,0.2022,0.3765,0,26-35,0
app_007371,48162.3,33195.66,48,unemployed,132,194.75,0.2346,0.4674,0,56-65,0
app_007372,86115.56,14723.63,48,salaried,69,239.02,0.0795,0.1802,0,36-45,0
app_007373,41590.44,6623.61,60,salaried,172,479.57,0.1728,0.0514,0,56-65,0
app_007374,59639.41,25800.3,60,salaried,96,724.29,0.2392,0.2779,1,36-45,0
app_007375,48509.51,7620.56,60,salaried,83,92.44,0.0568,0.4746,0,26-35,0
app_007376,30366.46,16277.37,36,self_employed,17,73.27,0.2219,0.0435,0,18-25,0
app_007377,32436.36,40119.21,36,unemployed,221,82.23,0.4757,0.0368,0,65+,0
app_007378,29258.51,5000.0,60,salaried,50,71.27,0.0661,0.2323,0,36-45,0
app_007379,42024.91,13731.05,24,salaried,31,478.79,0.3132,0.3556,1,26-35,0
app_007380,28263.0,10997.67,48,salaried,67,409.72,0.279,0.4197,1,26-35,0
app_007381,46154.27,12283.02,36,contract,60,403.06,0.2006,0.1993,0,26-35,0
app_007382,45299.25,6935.38,36,unemployed,226,1010.68,0.3228,0.4471,0,65+,0
app_007383,40653.28,56654.7,36,salaried,59,932.24,0.7769,0.1612,1,18-25,0
app_007384,41043.4,17989.4,60,self_employed,60,0.0,0.0947,0.777,0,18-25,0
app_007385,26598.57,5000.0,24,unemployed,179,351.92,0.2603,0.4303,0,46-55,0
app_007386,31098.44,20340.57,36,salaried,150,0.0,0.2355,0.3054,0,36-45,0
app_007387,14489.29,32055.68,48,salaried,49,191.72,0.7561,0.2281,0,26-35,0
app_007388,33998.51,15578.45,60,self_employed,92,692.4,0.3434,0.1271,0,18-25,0
app_007389,21116.37,43341.58,48,salaried,146,319.79,0.7359,0.4673,1,26-35,0
app_007390,38365.69,5000.0,48,salaried,20,220.2,0.1041,0.3902,1,26-35,0
app_007391,24514.77,32280.8,36,unemployed,6,524.76,0.7309,0.3537,2,18-25,1
app_007392,11756.13,13997.12,120,contract,70,73.67,0.2038,0.289,0,26-35,0
app_007393,125347.31,9510.22,60,self_employed,138,1771.1,0.1859,0.2019,0,46-55,0
app_007394,31975.13,26216.17,24,unemployed,117,156.84,0.5016,0.3401,1,56-65,0
app_007395,80489.48,25886.48,36,salaried,139,1196.54,0.2942,0.2623,0,56-65,0
app_007396,27177.8,40466.12,48,contract,66,273.81,0.5229,0.0801,0,26-35,0
app_007397,92407.56,39314.02,48,unemployed,53,0.0,0.1149,0.2499,0,26-35,0
app_007398,19275.04,17023.55,48,unemployed,222,177.44,0.3489,0.3878,0,65+,0
app_007399,40007.31,6200.39,36,contract,190,721.66,0.2723,0.6011,0,46-55,0
app_007400,19915.25,5459.43,84,contract,58,443.25,0.3094,0.4883,0,36-45,0
app_007401,151813.6,5783.22,24,salaried,129,1404.96,0.1316,0.5427,1,26-35,0
app_007402,31663.07,12549.61,36,salaried,116,664.83,0.3946,0.1558,0,26-35,0
app_007403,57276.68,18891.96,36,self_employed,44,463.3,0.2158,0.305,0,36-45,0
app_007404,46528.37,22688.45,60,salaried,60,1378.14,0.4608,0.2522,0,36-45,0
app_007405,35809.42,23017.59,84,self_employed,11,235.7,0.1782,0.3043,0,18-25,0
app_007406,48278.71,9942.33,36,salaried,175,626.24,0.2298,0.5527,0,65+,0
app_007407,76691.42,37106.11,36,salaried,113,188.67,0.2037,0.0744,0,36-45,0
app_007408,52444.63,42792.41,60,salaried,115,560.58,0.3045,0.0595,0,36-45,0
app_007409,39709.68,8876.43,60,salaried,64,692.78,0.2576,0.1901,0,26-35,0
app_007410,48321.29,15285.51,60,salaried,143,1737.09,0.4997,0.2924,0,46-55,0
app_007411,104117.08,24528.01,24,salaried,127,717.27,0.2099,0.3163,0,46-55,0
app_007412,28875.66,39047.94,36,unemployed,35,0.0,0.4868,0.5796,0,18-25,0
app_007413,13099.93,23367.82,48,salaried,153,290.88,0.7481,0.2537,1,36-45,0
app_007414,19869.17,11378.62,12,unemployed,60,256.4,0.7733,0.6112,0,46-55,1
app_007415,20698.82,8799.24,12,salaried,168,489.52,0.7429,0.5436,1,56-65,0
app_007416,22365.98,8512.06,48,salaried,73,70.05,0.1403,0.0882,0,26-35,0
app_007417,22792.83,13952.02,24,contract,165,666.74,0.6816,0.2933,0,56-65,0
app_007418,35847.18,11972.07,84,unemployed,105,270.23,0.142,0.1478,0,36-45,0
app_007419,41609.34,7545.18,36,contract,59,452.32,0.1957,0.1868,1,18-25,0
app_007420,41364.13,25026.97,60,unemployed,8,552.75,0.291,0.207,0,18-25,0
app_007421,24302.81,13223.53,120,salaried,126,74.82,0.0957,0.3741,1,26-35,0
app_007422,62733.13,21206.35,24,salaried,15,601.86,0.2977,0.221,1,26-35,0
app_007423,48725.15,7479.29,60,contract,114,0.0,0.0332,0.463,1,36-45,0
app_007424,86657.58,29907.13,24,salaried,131,1531.2,0.3984,0.5508,2,46-55,0
app_007425,57856.35,26853.76,84,salaried,67,504.0,0.1761,0.1383,0,26-35,0
app_007426,29964.17,32644.01,60,salaried,226,0.0,0.2353,0.147,1,65+,0
app_007427,74460.09,15180.24,36,contract,41,693.38,0.1851,0.605,0,26-35,0
app_007428,42212.53,14155.69,24,salaried,129,628.84,0.3599,0.2762,0,36-45,0
app_007429,56324.69,23757.41,48,self_employed,227,852.14,0.2954,0.4045,0,56-65,0
app_007430,53972.85,35474.35,36,salaried,159,1445.94,0.5581,0.1756,0,56-65,0
app_007431,33915.39,16079.78,120,salaried,116,475.58,0.2195,0.2341,0,46-55,0
app_007432,38437.88,6383.8,60,salaried,169,400.59,0.1609,0.0553,0,46-55,0
app_007433,33784.05,12411.06,84,salaried,89,384.14,0.1931,0.1665,0,26-35,0
app_007434,22717.24,36725.58,24,contract,0,593.15,1.1863,0.2619,2,18-25,1
app_007435,11163.65,25919.04,60,salaried,112,52.63,0.5581,0.5055,2,36-45,0
app_007436,24795.24,19632.82,24,contract,47,220.29,0.5342,0.5184,0,18-25,0
app_007437,40519.6,12635.03,36,salaried,58,754.28,0.3356,0.5816,0,26-35,0
app_007438,65977.67,45441.06,36,salaried,105,937.71,0.4185,0.7721,2,26-35,0
app_007439,56263.12,8778.13,60,self_employed,119,191.89,0.0746,0.3117,0,56-65,0
app_007440,31138.89,16495.85,120,salaried,103,452.04,0.2314,0.1833,0,56-65,0
app_007441,24981.8,21786.28,48,salaried,163,681.78,0.563,0.3688,0,46-55,1
app_007442,32894.78,21118.03,36,salaried,107,387.85,0.3726,0.2061,3,46-55,0
app_007443,21242.23,10148.82,60,salaried,58,189.22,0.2101,0.2196,0,26-35,0
app_007444,11345.79,26850.2,48,salaried,0,141.37,0.7885,0.2885,1,18-25,0
app_007445,15524.43,23360.87,60,self_employed,157,168.68,0.4554,0.1726,0,46-55,0
app_007446,77350.92,18234.41,36,salaried,142,2381.74,0.4544,0.4198,2,46-55,0
app_007447,100861.82,21106.16,48,salaried,56,1998.73,0.2943,0.7669,0,26-35,0
app_007448,54976.85,11838.74,48,salaried,58,0.0,0.0581,0.415,1,36-45,0
app_007449,35172.37,49793.16,36,salaried,91,827.43,0.7919,0.4607,2,36-45,1
app_007450,16879.6,36836.68,48,salaried,70,144.52,0.692,0.8418,1,26-35,0
app_007451,33235.62,11028.79,84,salaried,44,481.55,0.2251,0.4393,1,26-35,0
app_007452,50843.7,14840.04,60,salaried,81,1043.9,0.3094,0.2131,0,36-45,0
app_007453,57321.71,32670.65,60,salaried,96,1415.91,0.4195,0.4168,1,36-45,0
app_007454,53042.36,24439.81,48,salaried,224,846.55,0.3159,0.3949,1,65+,0
app_007455,70633.69,17744.12,84,unemployed,108,906.73,0.1928,0.34,0,36-45,0
app_007456,105727.86,9121.59,36,salaried,167,991.17,0.1436,0.5765,0,46-55,0
app_007457,29063.48,9700.49,48,contract,129,366.25,0.2413,0.535,1,46-55,0
app_007458,169892.58,17381.02,48,self_employed,54,4733.18,0.3619,0.6948,1,18-25,0
app_007459,11956.55,45312.33,24,salaried,97,4.54,2.051,0.1183,1,46-55,1
app_007460,23669.17,33492.04,60,salaried,107,261.9,0.4384,0.4503,0,36-45,0
app_007461,40538.2,24270.51,84,salaried,106,758.03,0.3168,0.24,1,36-45,0
app_007462,49117.19,26064.43,48,contract,94,1501.12,0.51,0.4128,2,18-25,0
app_007463,32862.92,5000.0,48,unemployed,147,934.07,0.3822,0.2293,1,56-65,0
app_007464,27648.55,20080.81,48,self_employed,167,424.53,0.3804,0.1473,0,65+,0
app_007465,121956.78,19970.83,84,salaried,0,2341.57,0.2557,0.6001,0,18-25,0
app_007466,26931.79,6891.21,24,contract,41,563.42,0.3892,0.55,1,26-35,0
app_007467,20730.15,63574.28,24,salaried,72,213.83,1.7798,0.4202,1,26-35,1
app_007468,92037.75,22044.73,36,contract,94,1837.19,0.3258,0.5288,0,46-55,0
app_007469,57932.51,23429.37,120,self_employed,106,505.39,0.1484,0.4102,1,36-45,0
app_007470,66309.9,10609.04,36,contract,61,139.5,0.0828,0.4283,1,26-35,0
app_007471,40446.25,19577.66,48,salaried,159,746.71,0.3522,0.2606,1,46-55,0
app_007472,17038.1,18300.95,60,salaried,78,219.12,0.3863,0.2652,0,26-35,0
app_007473,38045.6,52954.84,48,salaried,120,786.95,0.624,0.7033,1,36-45,0
app_007474,15795.37,29761.47,24,salaried,74,249.28,1.2068,0.7614,1,26-35,1
app_007475,41492.54,18810.01,60,contract,131,267.84,0.1754,0.881,1,36-45,0
app_007476,52019.38,6727.47,36,salaried,51,1261.66,0.3376,0.6123,3,36-45,0
app_007477,65609.83,7859.0,48,salaried,16,1237.71,0.2587,0.3911,0,26-35,0
app_007478,34516.29,5000.0,60,salaried,95,677.68,0.2669,0.3324,0,36-45,0
app_007479,54800.21,13628.38,36,self_employed,170,211.51,0.1358,0.1612,1,56-65,0
app_007480,22090.1,22705.53,24,salaried,65,164.97,0.6447,0.772,0,36-45,0
app_007481,61799.3,17448.67,84,self_employed,184,552.0,0.1507,0.3258,0,56-65,0
app_007482,52628.75,24523.0,60,salaried,56,684.34,0.2567,0.3057,1,36-45,0
app_007483,23385.19,60224.57,60,self_employed,123,714.43,0.9229,0.4975,2,46-55,1
app_007484,48615.59,9413.66,48,contract,59,91.8,0.0749,0.3546,0,26-35,0
app_007485,66127.94,9379.22,48,salaried,149,901.78,0.2019,0.4131,0,46-55,0
app_007486,37920.81,17913.58,60,salaried,44,187.3,0.1613,0.6548,1,26-35,0
app_007487,23100.7,6500.55,12,contract,60,129.64,0.3713,0.3319,0,18-25,0
app_007488,40045.26,16016.08,60,contract,110,410.45,0.2094,0.2635,1,26-35,0
app_007489,49209.79,12616.33,84,salaried,70,829.82,0.2419,0.5008,2,18-25,0
app_007490,23005.52,7723.71,60,self_employed,258,0.0,0.0725,0.283,0,65+,0
app_007491,20864.32,7603.18,120,unemployed,235,9.87,0.045,0.2332,0,65+,0
app_007492,48382.44,12087.58,48,salaried,150,404.11,0.1677,0.4375,0,46-55,0
app_007493,57115.16,10937.33,84,self_employed,1,618.85,0.1596,0.4561,0,18-25,0
app_007494,118464.25,13371.7,60,salaried,151,581.64,0.0833,0.1467,0,56-65,0
app_007495,52373.17,37116.33,60,self_employed,160,506.26,0.2691,0.3709,1,46-55,0
app_007496,18676.2,31092.99,24,salaried,6,175.12,1.0115,0.6362,1,26-35,0
app_007497,111511.27,20997.49,12,salaried,135,1933.43,0.4114,0.0482,0,36-45,0
app_007498,64876.64,24890.12,60,self_employed,113,970.58,0.2624,0.0975,0,46-55,0
app_007499,12053.39,8988.5,48,contract,7,145.26,0.346,0.5809,0,18-25,0
app_007500,20606.06,24008.43,24,salaried,119,464.98,0.8999,0.6451,0,36-45,0
app_007501,27712.61,9069.58,24,salaried,140,547.94,0.414,0.5493,0,46-55,0
app_007502,57581.35,23625.12,24,contract,47,600.77,0.3468,0.4299,1,26-35,0
app_007503,9811.4,49664.78,36,contract,68,16.27,1.8422,0.1312,1,36-45,1
app_007504,34012.66,30186.78,120,unemployed,50,372.58,0.2273,0.1599,1,36-45,0
app_007505,55802.66,28301.22,48,contract,67,30.89,0.1436,0.7231,2,46-55,0
app_007506,8000.0,8755.77,120,unemployed,247,139.71,0.3278,0.3251,1,65+,0
app_007507,54760.1,16562.3,24,unemployed,161,1573.54,0.5081,0.7617,0,56-65,0
app_007508,58502.16,19774.22,48,salaried,69,931.81,0.2824,0.5904,1,36-45,0
app_007509,22796.02,31366.32,48,contract,118,460.07,0.6137,0.2156,0,36-45,0
app_007510,19258.2,10890.68,60,salaried,72,90.45,0.1785,0.4058,1,36-45,0
app_007511,22600.75,15886.28,12,salaried,73,318.53,0.9283,0.0965,0,36-45,0
app_007512,8352.75,44643.48,36,salaried,59,93.24,2.0581,0.0962,2,18-25,1
app_007513,30351.33,17487.34,36,salaried,154,161.46,0.2713,0.1188,0,46-55,0
app_007514,40977.48,5000.0,60,salaried,137,461.61,0.1615,0.5914,0,46-55,0
app_007515,18571.15,8599.9,36,salaried,79,56.66,0.2033,0.1878,0,36-45,0
app_007516,61983.73,11361.61,12,self_employed,175,1228.62,0.4358,0.2236,1,56-65,0
app_007517,38423.02,9233.4,24,contract,149,330.66,0.233,0.5482,0,46-55,0
app_007518,41898.69,19833.13,24,contract,67,227.02,0.3206,0.2624,0,26-35,0
app_007519,29111.89,33844.97,12,salaried,60,412.54,1.4256,0.4359,1,18-25,1
app_007520,54648.34,37773.43,36,contract,0,1009.41,0.4705,0.262,0,18-25,0
app_007521,73851.26,39401.42,84,salaried,52,1549.13,0.334,0.5714,1,26-35,0
app_007522,29023.61,11969.0,48,salaried,112,195.21,0.1921,0.1529,0,36-45,0
app_007523,55191.68,14924.22,36,contract,42,694.46,0.2483,0.3337,0,26-35,0
app_007524,55526.47,16144.48,24,salaried,88,1187.14,0.4136,0.7893,2,26-35,0
app_007525,45698.87,99164.09,36,contract,100,177.13,0.8277,0.7173,0,26-35,1
app_007526,91343.26,21779.84,60,salaried,133,1204.91,0.2098,0.4759,1,46-55,0
app_007527,24353.5,15801.43,24,contract,143,320.36,0.5082,0.3038,1,46-55,0
app_007528,28800.51,9968.92,60,contract,53,124.2,0.1265,0.5356,1,26-35,0
app_007529,23686.78,35416.31,60,salaried,51,519.11,0.586,0.1386,2,26-35,0
app_007530,54109.33,8109.47,60,salaried,62,543.24,0.1528,0.4466,1,18-25,0
app_007531,31261.19,19995.08,48,salaried,0,730.91,0.4533,0.4645,1,18-25,0
app_007532,24768.75,16365.43,36,salaried,84,92.26,0.2826,0.3024,0,26-35,0
app_007533,90647.28,13991.34,48,contract,9,0.0,0.0417,0.515,1,18-25,0
app_007534,98245.84,53902.49,48,self_employed,34,775.37,0.2428,0.5257,0,26-35,0
app_007535,30309.57,23786.27,12,self_employed,234,485.89,1.0399,0.084,2,65+,0
app_007536,17118.68,31722.85,120,salaried,116,142.9,0.3003,0.3369,1,36-45,0
app_007537,101208.15,8423.45,60,salaried,148,1352.0,0.1783,0.0462,0,56-65,0
app_007538,47046.97,31791.74,12,self_employed,54,577.89,0.8772,0.4292,1,26-35,0
app_007539,45770.6,39311.56,36,salaried,56,231.68,0.3699,0.3633,0,26-35,0
app_007540,38474.48,19985.7,48,unemployed,211,1378.88,0.5703,0.0717,0,65+,0
app_007541,23384.42,12954.0,84,self_employed,45,271.57,0.2248,0.5489,0,26-35,0
app_007542,28931.7,10386.65,48,salaried,184,206.5,0.1826,0.359,1,46-55,0
app_007543,52719.78,17101.02,24,self_employed,170,1830.44,0.5918,0.3805,0,65+,0
app_007544,28391.41,14993.92,60,salaried,50,138.52,0.1726,0.1817,1,36-45,0
app_007545,46080.31,11766.48,48,contract,56,626.64,0.2321,0.2245,0,26-35,0
app_007546,36583.44,22433.5,36,salaried,36,287.72,0.3151,0.2159,1,36-45,0
app_007547,20306.82,19035.4,48,self_employed,0,51.35,0.2834,0.2657,1,18-25,0
app_007548,88576.5,13408.93,84,contract,5,1816.71,0.2695,0.723,1,18-25,0
app_007549,50348.2,13545.55,24,salaried,24,651.32,0.3005,0.1922,1,18-25,0
app_007550,43558.33,6036.48,36,salaried,162,97.68,0.0768,0.6137,1,56-65,0
app_007551,49279.41,15211.16,48,salaried,139,1449.18,0.4362,0.8061,2,46-55,0
app_007552,13546.85,7961.75,48,salaried,36,176.68,0.3152,0.5641,0,26-35,0
app_007553,27687.91,13290.86,60,self_employed,48,658.19,0.3889,0.434,1,26-35,0
